date,rate,direction
2023-01-02,1.0683,EUR_TO_USD
2023-01-03,1.0545,EUR_TO_USD
2023-01-04,1.0599,EUR_TO_USD
2023-01-05,1.0601,EUR_TO_USD
2023-01-06,1.05,EUR_TO_USD
2023-01-09,1.0696,EUR_TO_USD
2023-01-10,1.0723,EUR_TO_USD
2023-01-11,1.0747,EUR_TO_USD
2023-01-12,1.0772,EUR_TO_USD
2023-01-13,1.0814,EUR_TO_USD
2023-01-16,1.0812,EUR_TO_USD
2023-01-17,1.0843,EUR_TO_USD
2023-01-18,1.0839,EUR_TO_USD
2023-01-19,1.0815,EUR_TO_USD
2023-01-20,1.0826,EUR_TO_USD
2023-01-23,1.0871,EUR_TO_USD
2023-01-24,1.0858,EUR_TO_USD
2023-01-25,1.0878,EUR_TO_USD
2023-01-26,1.0895,EUR_TO_USD
2023-01-27,1.0865,EUR_TO_USD
2023-01-30,1.0903,EUR_TO_USD
2023-01-31,1.0833,EUR_TO_USD
2023-02-01,1.0894,EUR_TO_USD
2023-02-02,1.0988,EUR_TO_USD
2023-02-03,1.0937,EUR_TO_USD
2023-02-06,1.0776,EUR_TO_USD
2023-02-07,1.07,EUR_TO_USD
2023-02-08,1.0735,EUR_TO_USD
2023-02-09,1.0771,EUR_TO_USD
2023-02-10,1.069,EUR_TO_USD
2023-02-13,1.0686,EUR_TO_USD
2023-02-14,1.0759,EUR_TO_USD
2023-02-15,1.07,EUR_TO_USD
2023-02-16,1.07,EUR_TO_USD
2023-02-17,1.0625,EUR_TO_USD
2023-02-20,1.0674,EUR_TO_USD
2023-02-21,1.0664,EUR_TO_USD
2023-02-22,1.0644,EUR_TO_USD
2023-02-23,1.0616,EUR_TO_USD
2023-02-24,1.057,EUR_TO_USD
2023-02-27,1.0554,EUR_TO_USD
2023-02-28,1.0619,EUR_TO_USD
2023-03-01,1.0684,EUR_TO_USD
2023-03-02,1.0605,EUR_TO_USD
2023-03-03,1.0615,EUR_TO_USD
2023-03-06,1.0646,EUR_TO_USD
2023-03-07,1.0665,EUR_TO_USD
2023-03-08,1.0545,EUR_TO_USD
2023-03-09,1.0554,EUR_TO_USD
2023-03-10,1.0586,EUR_TO_USD
2023-03-13,1.0706,EUR_TO_USD
2023-03-14,1.0737,EUR_TO_USD
2023-03-15,1.0549,EUR_TO_USD
2023-03-16,1.0595,EUR_TO_USD
2023-03-17,1.0623,EUR_TO_USD
2023-03-20,1.0717,EUR_TO_USD
2023-03-21,1.0776,EUR_TO_USD
2023-03-22,1.0785,EUR_TO_USD
2023-03-23,1.0879,EUR_TO_USD
2023-03-24,1.0745,EUR_TO_USD
2023-03-27,1.0773,EUR_TO_USD
2023-03-28,1.0841,EUR_TO_USD
2023-03-29,1.0847,EUR_TO_USD
2023-03-30,1.0886,EUR_TO_USD
2023-03-31,1.0875,EUR_TO_USD
2023-04-03,1.087,EUR_TO_USD
2023-04-04,1.0901,EUR_TO_USD
2023-04-05,1.094,EUR_TO_USD
2023-04-06,1.0915,EUR_TO_USD
2023-04-11,1.0905,EUR_TO_USD
2023-04-12,1.0922,EUR_TO_USD
2023-04-13,1.1015,EUR_TO_USD
2023-04-14,1.1057,EUR_TO_USD
2023-04-17,1.0981,EUR_TO_USD
2023-04-18,1.0972,EUR_TO_USD
2023-04-19,1.0933,EUR_TO_USD
2023-04-20,1.0944,EUR_TO_USD
2023-04-21,1.0978,EUR_TO_USD
2023-04-24,1.1002,EUR_TO_USD
2023-04-25,1.1022,EUR_TO_USD
2023-04-26,1.1039,EUR_TO_USD
2023-04-27,1.1042,EUR_TO_USD
2023-04-28,1.0981,EUR_TO_USD
2023-05-02,1.0965,EUR_TO_USD
2023-05-03,1.1043,EUR_TO_USD
2023-05-04,1.1074,EUR_TO_USD
2023-05-05,1.1014,EUR_TO_USD
2023-05-08,1.1037,EUR_TO_USD
2023-05-09,1.0959,EUR_TO_USD
2023-05-10,1.095,EUR_TO_USD
2023-05-11,1.093,EUR_TO_USD
2023-05-12,1.0892,EUR_TO_USD
2023-05-15,1.0876,EUR_TO_USD
2023-05-16,1.0881,EUR_TO_USD
2023-05-17,1.0829,EUR_TO_USD
2023-05-18,1.0813,EUR_TO_USD
2023-05-19,1.0808,EUR_TO_USD
2023-05-22,1.0822,EUR_TO_USD
2023-05-23,1.0779,EUR_TO_USD
2023-05-24,1.0785,EUR_TO_USD
2023-05-25,1.0735,EUR_TO_USD
2023-05-26,1.0751,EUR_TO_USD
2023-05-29,1.0715,EUR_TO_USD
2023-05-30,1.0744,EUR_TO_USD
2023-05-31,1.0683,EUR_TO_USD
2023-06-01,1.0697,EUR_TO_USD
2023-06-02,1.0763,EUR_TO_USD
2023-06-05,1.069,EUR_TO_USD
2023-06-06,1.0683,EUR_TO_USD
2023-06-07,1.0717,EUR_TO_USD
2023-06-08,1.0737,EUR_TO_USD
2023-06-09,1.078,EUR_TO_USD
2023-06-12,1.0765,EUR_TO_USD
