date,rate,direction
2014-01-02,3.0315,USD_TO_PLN
2014-01-03,3.0517,USD_TO_PLN
2014-01-07,3.0688,USD_TO_PLN
2014-01-08,3.0717,USD_TO_PLN
2014-01-09,3.0695,USD_TO_PLN
2014-01-10,3.07,USD_TO_PLN
2014-01-13,3.045,USD_TO_PLN
2014-01-14,3.04,USD_TO_PLN
2014-01-15,3.0495,USD_TO_PLN
2014-01-16,3.0566,USD_TO_PLN
2014-01-17,3.0596,USD_TO_PLN
2014-01-20,3.068,USD_TO_PLN
2014-01-21,3.0763,USD_TO_PLN
2014-01-22,3.0761,USD_TO_PLN
2014-01-23,3.0559,USD_TO_PLN
2014-01-24,3.0727,USD_TO_PLN
2014-01-27,3.0884,USD_TO_PLN
2014-01-28,3.0635,USD_TO_PLN
2014-01-29,3.0829,USD_TO_PLN
2014-01-30,3.1166,USD_TO_PLN
2014-01-31,3.1288,USD_TO_PLN
2014-02-03,3.137,USD_TO_PLN
2014-02-04,3.1189,USD_TO_PLN
2014-02-05,3.0987,USD_TO_PLN
2014-02-06,3.095,USD_TO_PLN
2014-02-07,3.0857,USD_TO_PLN
2014-02-10,3.0683,USD_TO_PLN
2014-02-11,3.0581,USD_TO_PLN
2014-02-12,3.0552,USD_TO_PLN
2014-02-13,3.0532,USD_TO_PLN
2014-02-14,3.0334,USD_TO_PLN
2014-02-17,3.025,USD_TO_PLN
2014-02-18,3.03,USD_TO_PLN
2014-02-19,3.0286,USD_TO_PLN
2014-02-20,3.049,USD_TO_PLN
2014-02-21,3.0389,USD_TO_PLN
2014-02-24,3.0255,USD_TO_PLN
2014-02-25,3.0264,USD_TO_PLN
2014-02-26,3.026,USD_TO_PLN
2014-02-27,3.0655,USD_TO_PLN
2014-02-28,3.0254,USD_TO_PLN
2014-03-03,3.0462,USD_TO_PLN
2014-03-04,3.0489,USD_TO_PLN
2014-03-05,3.0477,USD_TO_PLN
2014-03-06,3.0427,USD_TO_PLN
2014-03-07,3.0185,USD_TO_PLN
2014-03-10,3.0266,USD_TO_PLN
2014-03-11,3.0449,USD_TO_PLN
2014-03-12,3.0508,USD_TO_PLN
2014-03-13,3.0284,USD_TO_PLN
2014-03-14,3.0481,USD_TO_PLN
2014-03-17,3.043,USD_TO_PLN
2014-03-18,3.0396,USD_TO_PLN
