date,rate,direction
2010-01-04,1.4389,EUR_TO_USD
2010-01-05,1.4442,EUR_TO_USD
2010-01-06,1.435,EUR_TO_USD
2010-01-07,1.4304,EUR_TO_USD
2010-01-08,1.4273,EUR_TO_USD
2010-01-11,1.4528,EUR_TO_USD
2010-01-12,1.4481,EUR_TO_USD
2010-01-13,1.4563,EUR_TO_USD
2010-01-14,1.4486,EUR_TO_USD
2010-01-15,1.4374,EUR_TO_USD
2010-01-18,1.4369,EUR_TO_USD
2010-01-19,1.4279,EUR_TO_USD
2010-01-20,1.4132,EUR_TO_USD
2010-01-21,1.4064,EUR_TO_USD
2010-01-22,1.4135,EUR_TO_USD
2010-01-25,1.4151,EUR_TO_USD
2010-01-26,1.4085,EUR_TO_USD
2010-01-27,1.4072,EUR_TO_USD
2010-01-28,1.3999,EUR_TO_USD
2010-01-29,1.3966,EUR_TO_USD
2010-02-01,1.3913,EUR_TO_USD
2010-02-02,1.3937,EUR_TO_USD
2010-02-03,1.3984,EUR_TO_USD
2010-02-04,1.3847,EUR_TO_USD
2010-02-05,1.3691,EUR_TO_USD
2010-02-08,1.3675,EUR_TO_USD
2010-02-09,1.376,EUR_TO_USD
2010-02-10,1.374,EUR_TO_USD
2010-02-11,1.3718,EUR_TO_USD
2010-02-12,1.3572,EUR_TO_USD
2010-02-15,1.3607,EUR_TO_USD
2010-02-16,1.3649,EUR_TO_USD
2010-02-17,1.3726,EUR_TO_USD
2010-02-18,1.3567,EUR_TO_USD
2010-02-19,1.3519,EUR_TO_USD
2010-02-22,1.3626,EUR_TO_USD
2010-02-23,1.3577,EUR_TO_USD
2010-02-24,1.3547,EUR_TO_USD
2010-02-25,1.3489,EUR_TO_USD
2010-02-26,1.357,EUR_TO_USD
2010-03-01,1.3525,EUR_TO_USD
2010-03-02,1.3548,EUR_TO_USD
2010-03-03,1.3641,EUR_TO_USD
2010-03-04,1.3668,EUR_TO_USD
2010-03-05,1.3582,EUR_TO_USD
2010-03-08,1.3662,EUR_TO_USD
2010-03-09,1.3557,EUR_TO_USD
2010-03-10,1.361,EUR_TO_USD
2010-03-11,1.3657,EUR_TO_USD
2010-03-12,1.3765,EUR_TO_USD
2010-03-15,1.3705,EUR_TO_USD
2010-03-16,1.3723,EUR_TO_USD
2010-03-17,1.3756,EUR_TO_USD
2010-03-18,1.366,EUR_TO_USD
2010-03-19,1.3548,EUR_TO_USD
2010-03-22,1.3471,EUR_TO_USD
2010-03-23,1.3519,EUR_TO_USD
2010-03-24,1.3338,EUR_TO_USD
2010-03-25,1.3356,EUR_TO_USD
2010-03-26,1.3353,EUR_TO_USD
2010-03-29,1.3471,EUR_TO_USD
2010-03-30,1.3482,EUR_TO_USD
2010-03-31,1.3479,EUR_TO_USD
2010-04-01,1.3468,EUR_TO_USD
2010-04-06,1.3396,EUR_TO_USD
2010-04-07,1.334,EUR_TO_USD
2010-04-08,1.3296,EUR_TO_USD
2010-04-09,1.3384,EUR_TO_USD
2010-04-12,1.3585,EUR_TO_USD
2010-04-13,1.3583,EUR_TO_USD
2010-04-14,1.3615,EUR_TO_USD
2010-04-15,1.3544,EUR_TO_USD
2010-04-16,1.3535,EUR_TO_USD
2010-04-19,1.3432,EUR_TO_USD
2010-04-20,1.3486,EUR_TO_USD
2010-04-21,1.3373,EUR_TO_USD
2010-04-22,1.3339,EUR_TO_USD
2010-04-23,1.3311,EUR_TO_USD
2010-04-26,1.3321,EUR_TO_USD
2010-04-27,1.329,EUR_TO_USD
2010-04-28,1.3245,EUR_TO_USD
2010-04-29,1.3256,EUR_TO_USD
2010-04-30,1.3315,EUR_TO_USD
2010-05-03,1.3238,EUR_TO_USD
2010-05-04,1.3089,EUR_TO_USD
2010-05-05,1.2924,EUR_TO_USD
2010-05-06,1.2727,EUR_TO_USD
2010-05-07,1.2746,EUR_TO_USD
2010-05-10,1.2969,EUR_TO_USD
2010-05-11,1.2698,EUR_TO_USD
2010-05-12,1.2686,EUR_TO_USD
2010-05-13,1.2587,EUR_TO_USD
2010-05-14,1.2492,EUR_TO_USD
2010-05-17,1.2349,EUR_TO_USD
2010-05-18,1.2428,EUR_TO_USD
2010-05-19,1.227,EUR_TO_USD
2010-05-20,1.2334,EUR_TO_USD
2010-05-21,1.2497,EUR_TO_USD
2010-05-24,1.236,EUR_TO_USD
2010-05-25,1.2223,EUR_TO_USD
2010-05-26,1.2309,EUR_TO_USD
2010-05-27,1.2255,EUR_TO_USD
2010-05-28,1.2384,EUR_TO_USD
2010-05-31,1.2307,EUR_TO_USD
2010-06-01,1.2155,EUR_TO_USD
2010-06-02,1.2218,EUR_TO_USD
2010-06-03,1.2268,EUR_TO_USD
2010-06-04,1.206,EUR_TO_USD
2010-06-07,1.1959,EUR_TO_USD
2010-06-08,1.1942,EUR_TO_USD
2010-06-09,1.201,EUR_TO_USD
2010-06-10,1.2045,EUR_TO_USD
2010-06-11,1.2127,EUR_TO_USD
2010-06-14,1.2249,EUR_TO_USD
2010-06-15,1.2258,EUR_TO_USD
2010-06-16,1.2277,EUR_TO_USD
