date,rate,direction
2019-01-02,0.702,AUD_TO_USD
2019-01-03,0.6945,AUD_TO_USD
2019-01-04,0.7024,AUD_TO_USD
2019-01-07,0.7133,AUD_TO_USD
2019-01-08,0.713,AUD_TO_USD
2019-01-09,0.7154,AUD_TO_USD
2019-01-10,0.7185,AUD_TO_USD
2019-01-11,0.722,AUD_TO_USD
2019-01-14,0.7184,AUD_TO_USD
2019-01-15,0.7212,AUD_TO_USD
2019-01-16,0.7196,AUD_TO_USD
2019-01-17,0.7152,AUD_TO_USD
2019-01-18,0.7193,AUD_TO_USD
2019-01-21,0.7169,AUD_TO_USD
2019-01-22,0.7137,AUD_TO_USD
2019-01-23,0.7137,AUD_TO_USD
2019-01-24,0.711,AUD_TO_USD
2019-01-25,0.7095,AUD_TO_USD
2019-01-29,0.7167,AUD_TO_USD
2019-01-30,0.7195,AUD_TO_USD
2019-01-31,0.7268,AUD_TO_USD
2019-02-01,0.7241,AUD_TO_USD
2019-02-04,0.7227,AUD_TO_USD
2019-02-05,0.726,AUD_TO_USD
2019-02-06,0.7153,AUD_TO_USD
2019-02-07,0.7099,AUD_TO_USD
2019-02-08,0.7076,AUD_TO_USD
2019-02-11,0.7093,AUD_TO_USD
2019-02-12,0.7072,AUD_TO_USD
2019-02-13,0.7134,AUD_TO_USD
2019-02-14,0.7119,AUD_TO_USD
2019-02-15,0.7093,AUD_TO_USD
2019-02-18,0.715,AUD_TO_USD
2019-02-19,0.7113,AUD_TO_USD
2019-02-20,0.7163,AUD_TO_USD
2019-02-21,0.7162,AUD_TO_USD
2019-02-22,0.7093,AUD_TO_USD
2019-02-25,0.7144,AUD_TO_USD
2019-02-26,0.7159,AUD_TO_USD
2019-02-27,0.7183,AUD_TO_USD
2019-02-28,0.7146,AUD_TO_USD
2019-03-01,0.7093,AUD_TO_USD
2019-03-04,0.7095,AUD_TO_USD
2019-03-05,0.7076,AUD_TO_USD
2019-03-06,0.7035,AUD_TO_USD
2019-03-07,0.7049,AUD_TO_USD
2019-03-08,0.7009,AUD_TO_USD
2019-03-11,0.7044,AUD_TO_USD
2019-03-12,0.7069,AUD_TO_USD
2019-03-13,0.7055,AUD_TO_USD
2019-03-14,0.7059,AUD_TO_USD
2019-03-15,0.7081,AUD_TO_USD
2019-03-18,0.7115,AUD_TO_USD
2019-03-19,0.7105,AUD_TO_USD
2019-03-20,0.7075,AUD_TO_USD
2019-03-21,0.7145,AUD_TO_USD
2019-03-22,0.7106,AUD_TO_USD
2019-03-25,0.7079,AUD_TO_USD
2019-03-26,0.7122,AUD_TO_USD
2019-03-27,0.7101,AUD_TO_USD
2019-03-28,0.7097,AUD_TO_USD
2019-03-29,0.7087,AUD_TO_USD
2019-04-01,0.7121,AUD_TO_USD
2019-04-02,0.708,AUD_TO_USD
2019-04-03,0.7106,AUD_TO_USD
2019-04-04,0.7111,AUD_TO_USD
2019-04-05,0.7125,AUD_TO_USD
2019-04-08,0.7094,AUD_TO_USD
2019-04-09,0.7136,AUD_TO_USD
2019-04-10,0.7144,AUD_TO_USD
2019-04-11,0.7163,AUD_TO_USD
2019-04-12,0.7132,AUD_TO_USD
2019-04-15,0.7168,AUD_TO_USD
2019-04-16,0.7147,AUD_TO_USD
2019-04-17,0.72,AUD_TO_USD
2019-04-18,0.7183,AUD_TO_USD
2019-04-23,0.7121,AUD_TO_USD
2019-04-24,0.7039,AUD_TO_USD
2019-04-26,0.7025,AUD_TO_USD
2019-04-29,0.7056,AUD_TO_USD
2019-04-30,0.7039,AUD_TO_USD
2019-05-01,0.7054,AUD_TO_USD
2019-05-02,0.702,AUD_TO_USD
2019-05-03,0.6998,AUD_TO_USD
2019-05-06,0.6989,AUD_TO_USD
2019-05-07,0.7034,AUD_TO_USD
2019-05-08,0.7023,AUD_TO_USD
2019-05-09,0.6976,AUD_TO_USD
2019-05-10,0.6995,AUD_TO_USD
2019-05-13,0.6976,AUD_TO_USD
2019-05-14,0.6955,AUD_TO_USD
2019-05-15,0.6932,AUD_TO_USD
2019-05-16,0.6914,AUD_TO_USD
2019-05-17,0.6881,AUD_TO_USD
2019-05-20,0.692,AUD_TO_USD
2019-05-21,0.6878,AUD_TO_USD
2019-05-22,0.6875,AUD_TO_USD
2019-05-23,0.6876,AUD_TO_USD
2019-05-24,0.6888,AUD_TO_USD
2019-05-27,0.6937,AUD_TO_USD
2019-05-28,0.6929,AUD_TO_USD
2019-05-29,0.693,AUD_TO_USD
2019-05-30,0.6929,AUD_TO_USD
2019-05-31,0.6916,AUD_TO_USD
2019-06-03,0.6948,AUD_TO_USD
2019-06-04,0.6982,AUD_TO_USD
2019-06-05,0.7,AUD_TO_USD
2019-06-06,0.6975,AUD_TO_USD
2019-06-07,0.697,AUD_TO_USD
2019-06-11,0.6953,AUD_TO_USD
2019-06-12,0.6948,AUD_TO_USD
2019-06-13,0.6913,AUD_TO_USD
2019-06-14,0.6898,AUD_TO_USD
2019-06-17,0.6878,AUD_TO_USD
2019-06-18,0.684,AUD_TO_USD
2019-06-19,0.6878,AUD_TO_USD
2019-06-20,0.6895,AUD_TO_USD
2019-06-21,0.6933,AUD_TO_USD
2019-06-24,0.6954,AUD_TO_USD
2019-06-25,0.6958,AUD_TO_USD
2019-06-26,0.697,AUD_TO_USD
2019-06-27,0.6992,AUD_TO_USD
2019-06-28,0.7013,AUD_TO_USD
2019-07-01,0.6994,AUD_TO_USD
2019-07-02,0.6979,AUD_TO_USD
2019-07-03,0.6998,AUD_TO_USD
2019-07-04,0.7036,AUD_TO_USD
2019-07-05,0.702,AUD_TO_USD
2019-07-08,0.699,AUD_TO_USD
2019-07-09,0.6958,AUD_TO_USD
2019-07-10,0.6924,AUD_TO_USD
2019-07-11,0.6972,AUD_TO_USD
2019-07-12,0.7001,AUD_TO_USD
2019-07-15,0.7034,AUD_TO_USD
2019-07-16,0.7036,AUD_TO_USD
2019-07-17,0.701,AUD_TO_USD
2019-07-18,0.7034,AUD_TO_USD
2019-07-19,0.7065,AUD_TO_USD
2019-07-22,0.7038,AUD_TO_USD
2019-07-23,0.7019,AUD_TO_USD
2019-07-24,0.6985,AUD_TO_USD
2019-07-25,0.6968,AUD_TO_USD
2019-07-26,0.6944,AUD_TO_USD
2019-07-29,0.6908,AUD_TO_USD
2019-07-30,0.6895,AUD_TO_USD
2019-07-31,0.6894,AUD_TO_USD
2019-08-01,0.6851,AUD_TO_USD
2019-08-02,0.6812,AUD_TO_USD
2019-08-06,0.6784,AUD_TO_USD
2019-08-07,0.6716,AUD_TO_USD
2019-08-08,0.6775,AUD_TO_USD
2019-08-09,0.681,AUD_TO_USD
2019-08-12,0.6786,AUD_TO_USD
2019-08-13,0.6764,AUD_TO_USD
2019-08-14,0.6788,AUD_TO_USD
2019-08-15,0.6783,AUD_TO_USD
2019-08-16,0.679,AUD_TO_USD
2019-08-19,0.6783,AUD_TO_USD
2019-08-20,0.6789,AUD_TO_USD
2019-08-21,0.6781,AUD_TO_USD
2019-08-22,0.6769,AUD_TO_USD
2019-08-23,0.6756,AUD_TO_USD
2019-08-26,0.6734,AUD_TO_USD
2019-08-27,0.6758,AUD_TO_USD
2019-08-28,0.6738,AUD_TO_USD
2019-08-29,0.6722,AUD_TO_USD
2019-08-30,0.6718,AUD_TO_USD
2019-09-02,0.6728,AUD_TO_USD
2019-09-03,0.6719,AUD_TO_USD
2019-09-04,0.6775,AUD_TO_USD
2019-09-05,0.6817,AUD_TO_USD
2019-09-06,0.6823,AUD_TO_USD
2019-09-09,0.686,AUD_TO_USD
2019-09-10,0.6857,AUD_TO_USD
2019-09-11,0.6875,AUD_TO_USD
2019-09-12,0.6881,AUD_TO_USD
2019-09-13,0.6873,AUD_TO_USD
2019-09-16,0.6875,AUD_TO_USD
2019-09-17,0.6841,AUD_TO_USD
2019-09-18,0.6849,AUD_TO_USD
2019-09-19,0.679,AUD_TO_USD
2019-09-20,0.6802,AUD_TO_USD
2019-09-23,0.6778,AUD_TO_USD
2019-09-24,0.6781,AUD_TO_USD
2019-09-25,0.6782,AUD_TO_USD
2019-09-26,0.6752,AUD_TO_USD
2019-09-27,0.6762,AUD_TO_USD
2019-09-30,0.6749,AUD_TO_USD
2019-10-01,0.6708,AUD_TO_USD
2019-10-02,0.6714,AUD_TO_USD
2019-10-03,0.6717,AUD_TO_USD
