date,rate,direction
2012-01-03,1.0294,AUD_TO_USD
2012-01-04,1.0353,AUD_TO_USD
2012-01-05,1.0323,AUD_TO_USD
2012-01-06,1.0221,AUD_TO_USD
2012-01-09,1.017,AUD_TO_USD
2012-01-10,1.0311,AUD_TO_USD
2012-01-11,1.0284,AUD_TO_USD
2012-01-12,1.0296,AUD_TO_USD
2012-01-13,1.032,AUD_TO_USD
2012-01-16,1.0278,AUD_TO_USD
2012-01-17,1.0377,AUD_TO_USD
2012-01-18,1.04,AUD_TO_USD
2012-01-19,1.0395,AUD_TO_USD
2012-01-20,1.0401,AUD_TO_USD
2012-01-23,1.049,AUD_TO_USD
2012-01-24,1.0494,AUD_TO_USD
2012-01-25,1.0513,AUD_TO_USD
2012-01-27,1.0615,AUD_TO_USD
2012-01-30,1.0589,AUD_TO_USD
2012-01-31,1.0637,AUD_TO_USD
2012-02-01,1.061,AUD_TO_USD
2012-02-02,1.0715,AUD_TO_USD
2012-02-03,1.0682,AUD_TO_USD
2012-02-06,1.0718,AUD_TO_USD
2012-02-07,1.0778,AUD_TO_USD
2012-02-08,1.0792,AUD_TO_USD
2012-02-09,1.08,AUD_TO_USD
2012-02-10,1.0713,AUD_TO_USD
2012-02-13,1.074,AUD_TO_USD
2012-02-14,1.0678,AUD_TO_USD
2012-02-15,1.0737,AUD_TO_USD
2012-02-16,1.0683,AUD_TO_USD
2012-02-17,1.0772,AUD_TO_USD
2012-02-20,1.0777,AUD_TO_USD
2012-02-21,1.0724,AUD_TO_USD
2012-02-22,1.0652,AUD_TO_USD
2012-02-23,1.0646,AUD_TO_USD
2012-02-24,1.0738,AUD_TO_USD
2012-02-27,1.0689,AUD_TO_USD
2012-02-28,1.0777,AUD_TO_USD
2012-02-29,1.0816,AUD_TO_USD
2012-03-01,1.0763,AUD_TO_USD
2012-03-02,1.0793,AUD_TO_USD
2012-03-05,1.0717,AUD_TO_USD
2012-03-06,1.0614,AUD_TO_USD
2012-03-07,1.0539,AUD_TO_USD
2012-03-08,1.0602,AUD_TO_USD
2012-03-09,1.0658,AUD_TO_USD
2012-03-12,1.0533,AUD_TO_USD
2012-03-13,1.0553,AUD_TO_USD
2012-03-14,1.0547,AUD_TO_USD
2012-03-15,1.0467,AUD_TO_USD
2012-03-16,1.0536,AUD_TO_USD
2012-03-19,1.0608,AUD_TO_USD
2012-03-20,1.057,AUD_TO_USD
2012-03-21,1.0492,AUD_TO_USD
2012-03-22,1.0395,AUD_TO_USD
2012-03-23,1.0397,AUD_TO_USD
2012-03-26,1.0451,AUD_TO_USD
2012-03-27,1.0517,AUD_TO_USD
2012-03-28,1.0427,AUD_TO_USD
2012-03-29,1.0371,AUD_TO_USD
2012-03-30,1.0402,AUD_TO_USD
2012-04-02,1.0391,AUD_TO_USD
2012-04-03,1.0401,AUD_TO_USD
2012-04-04,1.0283,AUD_TO_USD
2012-04-05,1.0304,AUD_TO_USD
2012-04-10,1.0318,AUD_TO_USD
2012-04-11,1.0289,AUD_TO_USD
2012-04-12,1.0379,AUD_TO_USD
2012-04-13,1.0396,AUD_TO_USD
2012-04-16,1.0331,AUD_TO_USD
2012-04-17,1.0318,AUD_TO_USD
2012-04-18,1.0402,AUD_TO_USD
2012-04-19,1.0354,AUD_TO_USD
2012-04-20,1.0336,AUD_TO_USD
2012-04-23,1.0339,AUD_TO_USD
2012-04-24,1.0262,AUD_TO_USD
2012-04-26,1.0381,AUD_TO_USD
2012-04-27,1.0369,AUD_TO_USD
2012-04-30,1.0453,AUD_TO_USD
2012-05-01,1.0339,AUD_TO_USD
2012-05-02,1.0342,AUD_TO_USD
2012-05-03,1.0305,AUD_TO_USD
2012-05-04,1.0267,AUD_TO_USD
2012-05-07,1.0146,AUD_TO_USD
2012-05-08,1.0192,AUD_TO_USD
2012-05-09,1.0074,AUD_TO_USD
2012-05-10,1.0105,AUD_TO_USD
2012-05-11,1.0053,AUD_TO_USD
2012-05-14,1.0013,AUD_TO_USD
2012-05-15,0.9995,AUD_TO_USD
2012-05-16,0.9915,AUD_TO_USD
2012-05-17,0.9958,AUD_TO_USD
2012-05-18,0.9818,AUD_TO_USD
2012-05-21,0.9854,AUD_TO_USD
2012-05-22,0.9925,AUD_TO_USD
2012-05-23,0.9777,AUD_TO_USD
2012-05-24,0.9758,AUD_TO_USD
2012-05-25,0.9744,AUD_TO_USD
2012-05-28,0.9867,AUD_TO_USD
2012-05-29,0.9864,AUD_TO_USD
2012-05-30,0.9796,AUD_TO_USD
2012-05-31,0.9727,AUD_TO_USD
2012-06-01,0.97,AUD_TO_USD
2012-06-04,0.9675,AUD_TO_USD
2012-06-05,0.9794,AUD_TO_USD
2012-06-06,0.9829,AUD_TO_USD
2012-06-07,0.9962,AUD_TO_USD
2012-06-08,0.9852,AUD_TO_USD
2012-06-12,0.9898,AUD_TO_USD
2012-06-13,0.9946,AUD_TO_USD
2012-06-14,0.9956,AUD_TO_USD
2012-06-15,1.0015,AUD_TO_USD
2012-06-18,1.012,AUD_TO_USD
2012-06-19,1.0131,AUD_TO_USD
2012-06-20,1.019,AUD_TO_USD
2012-06-21,1.0164,AUD_TO_USD
2012-06-22,1.0057,AUD_TO_USD
2012-06-25,1.0031,AUD_TO_USD
2012-06-26,1.0034,AUD_TO_USD
2012-06-27,1.0065,AUD_TO_USD
2012-06-28,1.0118,AUD_TO_USD
2012-06-29,1.0191,AUD_TO_USD
2012-07-02,1.0227,AUD_TO_USD
2012-07-03,1.027,AUD_TO_USD
2012-07-04,1.0295,AUD_TO_USD
2012-07-05,1.0267,AUD_TO_USD
2012-07-06,1.026,AUD_TO_USD
2012-07-09,1.019,AUD_TO_USD
2012-07-10,1.0176,AUD_TO_USD
2012-07-11,1.0214,AUD_TO_USD
2012-07-12,1.017,AUD_TO_USD
2012-07-13,1.0163,AUD_TO_USD
2012-07-16,1.0234,AUD_TO_USD
2012-07-17,1.0294,AUD_TO_USD
2012-07-18,1.03,AUD_TO_USD
2012-07-19,1.039,AUD_TO_USD
2012-07-20,1.0403,AUD_TO_USD
2012-07-23,1.0314,AUD_TO_USD
2012-07-24,1.0304,AUD_TO_USD
2012-07-25,1.022,AUD_TO_USD
2012-07-26,1.0331,AUD_TO_USD
2012-07-27,1.0426,AUD_TO_USD
2012-07-30,1.0464,AUD_TO_USD
2012-07-31,1.0526,AUD_TO_USD
2012-08-01,1.0507,AUD_TO_USD
2012-08-02,1.0483,AUD_TO_USD
2012-08-03,1.0479,AUD_TO_USD
2012-08-07,1.058,AUD_TO_USD
2012-08-08,1.0551,AUD_TO_USD
2012-08-09,1.0593,AUD_TO_USD
2012-08-10,1.0519,AUD_TO_USD
