date,rate,direction
2015-01-02,3.5725,USD_TO_PLN
2015-01-05,3.5975,USD_TO_PLN
2015-01-07,3.6375,USD_TO_PLN
2015-01-08,3.6482,USD_TO_PLN
2015-01-09,3.6252,USD_TO_PLN
2015-01-12,3.6218,USD_TO_PLN
2015-01-13,3.6252,USD_TO_PLN
2015-01-14,3.6525,USD_TO_PLN
2015-01-15,3.6588,USD_TO_PLN
2015-01-16,3.7174,USD_TO_PLN
2015-01-19,3.7176,USD_TO_PLN
2015-01-20,3.7346,USD_TO_PLN
2015-01-21,3.7358,USD_TO_PLN
2015-01-22,3.6994,USD_TO_PLN
2015-01-23,3.7687,USD_TO_PLN
2015-01-26,3.7601,USD_TO_PLN
2015-01-27,3.7348,USD_TO_PLN
2015-01-28,3.7276,USD_TO_PLN
2015-01-29,3.7418,USD_TO_PLN
2015-01-30,3.7204,USD_TO_PLN
2015-02-02,3.6801,USD_TO_PLN
2015-02-03,3.6886,USD_TO_PLN
2015-02-04,3.644,USD_TO_PLN
2015-02-05,3.6656,USD_TO_PLN
2015-02-06,3.6395,USD_TO_PLN
2015-02-09,3.6811,USD_TO_PLN
2015-02-10,3.722,USD_TO_PLN
2015-02-11,3.7094,USD_TO_PLN
2015-02-12,3.6926,USD_TO_PLN
2015-02-13,3.6552,USD_TO_PLN
2015-02-16,3.6665,USD_TO_PLN
2015-02-17,3.6788,USD_TO_PLN
2015-02-18,3.6784,USD_TO_PLN
2015-02-19,3.6631,USD_TO_PLN
2015-02-20,3.6895,USD_TO_PLN
2015-02-23,3.6933,USD_TO_PLN
2015-02-24,3.6948,USD_TO_PLN
2015-02-25,3.6649,USD_TO_PLN
2015-02-26,3.6519,USD_TO_PLN
2015-02-27,3.698,USD_TO_PLN
2015-03-02,3.7053,USD_TO_PLN
2015-03-03,3.719,USD_TO_PLN
2015-03-04,3.7485,USD_TO_PLN
2015-03-05,3.7525,USD_TO_PLN
2015-03-06,3.7649,USD_TO_PLN
2015-03-09,3.789,USD_TO_PLN
2015-03-10,3.8345,USD_TO_PLN
2015-03-11,3.9091,USD_TO_PLN
2015-03-12,3.8928,USD_TO_PLN
2015-03-13,3.9141,USD_TO_PLN
2015-03-16,3.926,USD_TO_PLN
2015-03-17,3.9034,USD_TO_PLN
2015-03-18,3.9073,USD_TO_PLN
2015-03-19,3.8596,USD_TO_PLN
2015-03-20,3.8645,USD_TO_PLN
2015-03-23,3.818,USD_TO_PLN
2015-03-24,3.7453,USD_TO_PLN
2015-03-25,3.7355,USD_TO_PLN
2015-03-26,3.705,USD_TO_PLN
2015-03-27,3.789,USD_TO_PLN
2015-03-30,3.7685,USD_TO_PLN
2015-03-31,3.8125,USD_TO_PLN
2015-04-01,3.789,USD_TO_PLN
2015-04-02,3.7524,USD_TO_PLN
2015-04-03,3.7449,USD_TO_PLN
2015-04-07,3.7435,USD_TO_PLN
2015-04-08,3.7135,USD_TO_PLN
2015-04-09,3.7414,USD_TO_PLN
2015-04-10,3.7894,USD_TO_PLN
2015-04-13,3.8088,USD_TO_PLN
2015-04-14,3.8001,USD_TO_PLN
2015-04-15,3.7875,USD_TO_PLN
2015-04-16,3.7746,USD_TO_PLN
2015-04-17,3.7277,USD_TO_PLN
2015-04-20,3.7302,USD_TO_PLN
2015-04-21,3.7275,USD_TO_PLN
2015-04-22,3.7125,USD_TO_PLN
2015-04-23,3.7371,USD_TO_PLN
2015-04-24,3.6895,USD_TO_PLN
2015-04-27,3.7115,USD_TO_PLN
2015-04-28,3.6751,USD_TO_PLN
2015-04-29,3.6396,USD_TO_PLN
2015-04-30,3.5987,USD_TO_PLN
2015-05-04,3.632,USD_TO_PLN
2015-05-05,3.6205,USD_TO_PLN
2015-05-06,3.6116,USD_TO_PLN
2015-05-07,3.583,USD_TO_PLN
2015-05-08,3.6095,USD_TO_PLN
2015-05-11,3.6489,USD_TO_PLN
2015-05-12,3.6447,USD_TO_PLN
2015-05-13,3.63,USD_TO_PLN
2015-05-14,3.5921,USD_TO_PLN
2015-05-15,3.5719,USD_TO_PLN
2015-05-18,3.555,USD_TO_PLN
2015-05-19,3.6152,USD_TO_PLN
2015-05-20,3.6538,USD_TO_PLN
2015-05-21,3.6605,USD_TO_PLN
2015-05-22,3.669,USD_TO_PLN
2015-05-25,3.75,USD_TO_PLN
2015-05-26,3.7898,USD_TO_PLN
2015-05-27,3.7906,USD_TO_PLN
2015-05-28,3.7858,USD_TO_PLN
2015-05-29,3.7671,USD_TO_PLN
2015-06-01,3.785,USD_TO_PLN
2015-06-02,3.7676,USD_TO_PLN
2015-06-03,3.7108,USD_TO_PLN
2015-06-05,3.6949,USD_TO_PLN
2015-06-08,3.7381,USD_TO_PLN
2015-06-09,3.6975,USD_TO_PLN
2015-06-10,3.676,USD_TO_PLN
2015-06-11,3.6817,USD_TO_PLN
2015-06-12,3.7094,USD_TO_PLN
2015-06-15,3.6905,USD_TO_PLN
2015-06-16,3.6933,USD_TO_PLN
2015-06-17,3.6873,USD_TO_PLN
2015-06-18,3.6556,USD_TO_PLN
2015-06-19,3.6879,USD_TO_PLN
2015-06-22,3.6799,USD_TO_PLN
2015-06-23,3.704,USD_TO_PLN
2015-06-24,3.7103,USD_TO_PLN
2015-06-25,3.7305,USD_TO_PLN
2015-06-26,3.7275,USD_TO_PLN
2015-06-29,3.7671,USD_TO_PLN
2015-06-30,3.7645,USD_TO_PLN
2015-07-01,3.7625,USD_TO_PLN
2015-07-02,3.7859,USD_TO_PLN
2015-07-03,3.7726,USD_TO_PLN
2015-07-06,3.796,USD_TO_PLN
2015-07-07,3.8313,USD_TO_PLN
2015-07-08,3.8225,USD_TO_PLN
2015-07-09,3.829,USD_TO_PLN
2015-07-10,3.7709,USD_TO_PLN
2015-07-13,3.7543,USD_TO_PLN
2015-07-14,3.7645,USD_TO_PLN
2015-07-15,3.747,USD_TO_PLN
2015-07-16,3.7694,USD_TO_PLN
2015-07-17,3.7676,USD_TO_PLN
2015-07-20,3.7868,USD_TO_PLN
2015-07-21,3.7875,USD_TO_PLN
2015-07-22,3.7629,USD_TO_PLN
2015-07-23,3.7559,USD_TO_PLN
2015-07-24,3.7654,USD_TO_PLN
2015-07-27,3.7455,USD_TO_PLN
2015-07-28,3.7303,USD_TO_PLN
2015-07-29,3.7471,USD_TO_PLN
2015-07-30,3.7754,USD_TO_PLN
2015-07-31,3.7929,USD_TO_PLN
2015-08-03,3.7705,USD_TO_PLN
2015-08-04,3.7792,USD_TO_PLN
2015-08-05,3.8359,USD_TO_PLN
2015-08-06,3.8385,USD_TO_PLN
2015-08-07,3.8326,USD_TO_PLN
2015-08-10,3.8246,USD_TO_PLN
2015-08-11,3.8087,USD_TO_PLN
2015-08-12,3.7805,USD_TO_PLN
2015-08-13,3.7625,USD_TO_PLN
2015-08-14,3.7557,USD_TO_PLN
2015-08-17,3.7613,USD_TO_PLN
2015-08-18,3.7578,USD_TO_PLN
2015-08-19,3.7718,USD_TO_PLN
2015-08-20,3.7659,USD_TO_PLN
2015-08-21,3.7308,USD_TO_PLN
2015-08-24,3.6971,USD_TO_PLN
2015-08-25,3.6613,USD_TO_PLN
2015-08-26,3.6937,USD_TO_PLN
2015-08-27,3.745,USD_TO_PLN
2015-08-28,3.7493,USD_TO_PLN
2015-08-31,3.778,USD_TO_PLN
2015-09-01,3.7503,USD_TO_PLN
2015-09-02,3.7626,USD_TO_PLN
2015-09-03,3.7645,USD_TO_PLN
2015-09-04,3.7952,USD_TO_PLN
2015-09-07,3.7928,USD_TO_PLN
2015-09-08,3.7878,USD_TO_PLN
2015-09-09,3.7634,USD_TO_PLN
2015-09-10,3.7648,USD_TO_PLN
2015-09-11,3.7264,USD_TO_PLN
2015-09-14,3.7124,USD_TO_PLN
