date,rate,direction
2013-01-02,1.0468,AUD_TO_USD
2013-01-03,1.0491,AUD_TO_USD
2013-01-04,1.0434,AUD_TO_USD
2013-01-07,1.0472,AUD_TO_USD
2013-01-08,1.048,AUD_TO_USD
2013-01-09,1.0504,AUD_TO_USD
2013-01-10,1.0549,AUD_TO_USD
2013-01-11,1.0583,AUD_TO_USD
2013-01-14,1.056,AUD_TO_USD
2013-01-15,1.0546,AUD_TO_USD
2013-01-16,1.0564,AUD_TO_USD
2013-01-17,1.0508,AUD_TO_USD
2013-01-18,1.0518,AUD_TO_USD
2013-01-21,1.0517,AUD_TO_USD
2013-01-22,1.055,AUD_TO_USD
2013-01-23,1.0537,AUD_TO_USD
2013-01-24,1.0515,AUD_TO_USD
2013-01-25,1.045,AUD_TO_USD
2013-01-29,1.0445,AUD_TO_USD
2013-01-30,1.0475,AUD_TO_USD
2013-01-31,1.0394,AUD_TO_USD
2013-02-01,1.039,AUD_TO_USD
2013-02-04,1.0428,AUD_TO_USD
2013-02-05,1.04,AUD_TO_USD
2013-02-06,1.0353,AUD_TO_USD
2013-02-07,1.0318,AUD_TO_USD
2013-02-08,1.0287,AUD_TO_USD
2013-02-11,1.0301,AUD_TO_USD
2013-02-12,1.0251,AUD_TO_USD
2013-02-13,1.0359,AUD_TO_USD
2013-02-14,1.0352,AUD_TO_USD
2013-02-15,1.0366,AUD_TO_USD
2013-02-18,1.0288,AUD_TO_USD
2013-02-19,1.033,AUD_TO_USD
2013-02-20,1.036,AUD_TO_USD
2013-02-21,1.0241,AUD_TO_USD
2013-02-22,1.0314,AUD_TO_USD
2013-02-25,1.0282,AUD_TO_USD
2013-02-26,1.0275,AUD_TO_USD
2013-02-27,1.0214,AUD_TO_USD
2013-02-28,1.0275,AUD_TO_USD
2013-03-01,1.0232,AUD_TO_USD
2013-03-04,1.0124,AUD_TO_USD
2013-03-05,1.0241,AUD_TO_USD
2013-03-06,1.0277,AUD_TO_USD
2013-03-07,1.0251,AUD_TO_USD
2013-03-08,1.0241,AUD_TO_USD
2013-03-11,1.0221,AUD_TO_USD
2013-03-12,1.0282,AUD_TO_USD
2013-03-13,1.031,AUD_TO_USD
2013-03-14,1.0369,AUD_TO_USD
2013-03-15,1.0376,AUD_TO_USD
2013-03-18,1.0364,AUD_TO_USD
2013-03-19,1.0387,AUD_TO_USD
2013-03-20,1.038,AUD_TO_USD
2013-03-21,1.0372,AUD_TO_USD
2013-03-22,1.0431,AUD_TO_USD
2013-03-25,1.045,AUD_TO_USD
2013-03-26,1.0462,AUD_TO_USD
2013-03-27,1.0466,AUD_TO_USD
2013-03-28,1.0426,AUD_TO_USD
2013-04-02,1.0457,AUD_TO_USD
2013-04-03,1.0457,AUD_TO_USD
2013-04-04,1.0462,AUD_TO_USD
2013-04-05,1.0419,AUD_TO_USD
2013-04-08,1.0371,AUD_TO_USD
2013-04-09,1.0431,AUD_TO_USD
2013-04-10,1.0505,AUD_TO_USD
2013-04-11,1.0518,AUD_TO_USD
2013-04-12,1.0553,AUD_TO_USD
2013-04-15,1.0445,AUD_TO_USD
2013-04-16,1.0362,AUD_TO_USD
2013-04-17,1.0356,AUD_TO_USD
2013-04-18,1.0305,AUD_TO_USD
2013-04-19,1.0336,AUD_TO_USD
2013-04-22,1.0289,AUD_TO_USD
2013-04-23,1.0236,AUD_TO_USD
2013-04-24,1.0254,AUD_TO_USD
2013-04-26,1.0309,AUD_TO_USD
2013-04-29,1.0312,AUD_TO_USD
2013-04-30,1.0368,AUD_TO_USD
2013-05-01,1.0367,AUD_TO_USD
2013-05-02,1.0231,AUD_TO_USD
2013-05-03,1.0271,AUD_TO_USD
2013-05-06,1.029,AUD_TO_USD
2013-05-07,1.0193,AUD_TO_USD
