date,rate,direction
2025-01-02,1.0321,EUR_TO_USD
2025-01-03,1.0299,EUR_TO_USD
2025-01-06,1.0426,EUR_TO_USD
2025-01-07,1.0393,EUR_TO_USD
2025-01-08,1.0286,EUR_TO_USD
2025-01-09,1.0305,EUR_TO_USD
2025-01-10,1.0304,EUR_TO_USD
2025-01-13,1.0198,EUR_TO_USD
2025-01-14,1.0245,EUR_TO_USD
2025-01-15,1.03,EUR_TO_USD
2025-01-16,1.0272,EUR_TO_USD
2025-01-17,1.0298,EUR_TO_USD
2025-01-20,1.0316,EUR_TO_USD
2025-01-21,1.0357,EUR_TO_USD
2025-01-22,1.0443,EUR_TO_USD
2025-01-23,1.0404,EUR_TO_USD
2025-01-24,1.0472,EUR_TO_USD
2025-01-27,1.053,EUR_TO_USD
2025-01-28,1.0421,EUR_TO_USD
2025-01-29,1.0396,EUR_TO_USD
2025-01-30,1.0403,EUR_TO_USD
2025-01-31,1.0393,EUR_TO_USD
2025-02-03,1.0274,EUR_TO_USD
2025-02-04,1.0335,EUR_TO_USD
2025-02-05,1.0422,EUR_TO_USD
2025-02-06,1.036,EUR_TO_USD
2025-02-07,1.0377,EUR_TO_USD
2025-02-10,1.032,EUR_TO_USD
2025-02-11,1.0324,EUR_TO_USD
2025-02-12,1.037,EUR_TO_USD
2025-02-13,1.039,EUR_TO_USD
2025-02-14,1.0478,EUR_TO_USD
2025-02-17,1.0473,EUR_TO_USD
2025-02-18,1.0447,EUR_TO_USD
2025-02-19,1.0434,EUR_TO_USD
2025-02-20,1.0443,EUR_TO_USD
2025-02-21,1.0465,EUR_TO_USD
2025-02-24,1.0466,EUR_TO_USD
2025-02-25,1.0497,EUR_TO_USD
2025-02-26,1.0487,EUR_TO_USD
2025-02-27,1.0477,EUR_TO_USD
2025-02-28,1.0411,EUR_TO_USD
2025-03-03,1.0465,EUR_TO_USD
2025-03-04,1.0557,EUR_TO_USD
2025-03-05,1.0694,EUR_TO_USD
2025-03-06,1.0796,EUR_TO_USD
2025-03-07,1.0857,EUR_TO_USD
2025-03-10,1.0845,EUR_TO_USD
2025-03-11,1.0912,EUR_TO_USD
2025-03-12,1.0886,EUR_TO_USD
2025-03-13,1.083,EUR_TO_USD
2025-03-14,1.0889,EUR_TO_USD
2025-03-17,1.0903,EUR_TO_USD
2025-03-18,1.0918,EUR_TO_USD
2025-03-19,1.0897,EUR_TO_USD
2025-03-20,1.0833,EUR_TO_USD
2025-03-21,1.0827,EUR_TO_USD
2025-03-24,1.0824,EUR_TO_USD
2025-03-25,1.0825,EUR_TO_USD
2025-03-26,1.0788,EUR_TO_USD
2025-03-27,1.0785,EUR_TO_USD
2025-03-28,1.0797,EUR_TO_USD
2025-03-31,1.0815,EUR_TO_USD
2025-04-01,1.0788,EUR_TO_USD
2025-04-02,1.0803,EUR_TO_USD
2025-04-03,1.1097,EUR_TO_USD
2025-04-04,1.1057,EUR_TO_USD
2025-04-07,1.0967,EUR_TO_USD
2025-04-08,1.095,EUR_TO_USD
2025-04-09,1.1045,EUR_TO_USD
2025-04-10,1.1082,EUR_TO_USD
2025-04-11,1.1346,EUR_TO_USD
2025-04-14,1.1377,EUR_TO_USD
2025-04-15,1.1324,EUR_TO_USD
2025-04-16,1.1355,EUR_TO_USD
2025-04-17,1.136,EUR_TO_USD
2025-04-22,1.1476,EUR_TO_USD
2025-04-23,1.1415,EUR_TO_USD
2025-04-24,1.1376,EUR_TO_USD
2025-04-25,1.1357,EUR_TO_USD
2025-04-28,1.1358,EUR_TO_USD
2025-04-29,1.1373,EUR_TO_USD
2025-04-30,1.1373,EUR_TO_USD
2025-05-02,1.1343,EUR_TO_USD
2025-05-05,1.1343,EUR_TO_USD
2025-05-06,1.1325,EUR_TO_USD
2025-05-07,1.136,EUR_TO_USD
2025-05-08,1.1297,EUR_TO_USD
2025-05-09,1.1252,EUR_TO_USD
2025-05-12,1.1106,EUR_TO_USD
2025-05-13,1.1112,EUR_TO_USD
2025-05-14,1.1214,EUR_TO_USD
2025-05-15,1.1185,EUR_TO_USD
2025-05-16,1.1194,EUR_TO_USD
2025-05-19,1.1262,EUR_TO_USD
2025-05-20,1.1241,EUR_TO_USD
2025-05-21,1.1321,EUR_TO_USD
2025-05-22,1.1309,EUR_TO_USD
2025-05-23,1.1301,EUR_TO_USD
2025-05-26,1.1381,EUR_TO_USD
2025-05-27,1.1356,EUR_TO_USD
2025-05-28,1.1317,EUR_TO_USD
2025-05-29,1.1281,EUR_TO_USD
2025-05-30,1.1339,EUR_TO_USD
2025-06-02,1.1419,EUR_TO_USD
2025-06-03,1.1386,EUR_TO_USD
2025-06-04,1.1384,EUR_TO_USD
2025-06-05,1.1423,EUR_TO_USD
2025-06-06,1.1411,EUR_TO_USD
2025-06-09,1.141,EUR_TO_USD
2025-06-10,1.1429,EUR_TO_USD
2025-06-11,1.1433,EUR_TO_USD
2025-06-12,1.1594,EUR_TO_USD
2025-06-13,1.1512,EUR_TO_USD
2025-06-16,1.1574,EUR_TO_USD
2025-06-17,1.1568,EUR_TO_USD
2025-06-18,1.1508,EUR_TO_USD
2025-06-19,1.1478,EUR_TO_USD
2025-06-20,1.1515,EUR_TO_USD
2025-06-23,1.1472,EUR_TO_USD
2025-06-24,1.1607,EUR_TO_USD
2025-06-25,1.1598,EUR_TO_USD
2025-06-26,1.1695,EUR_TO_USD
2025-06-27,1.1704,EUR_TO_USD
2025-06-30,1.172,EUR_TO_USD
2025-07-01,1.181,EUR_TO_USD
2025-07-02,1.1755,EUR_TO_USD
2025-07-03,1.1782,EUR_TO_USD
2025-07-04,1.1767,EUR_TO_USD
2025-07-07,1.1728,EUR_TO_USD
2025-07-08,1.1718,EUR_TO_USD
2025-07-09,1.1698,EUR_TO_USD
2025-07-10,1.1709,EUR_TO_USD
2025-07-11,1.1683,EUR_TO_USD
2025-07-14,1.169,EUR_TO_USD
2025-07-15,1.1665,EUR_TO_USD
2025-07-16,1.1602,EUR_TO_USD
2025-07-17,1.1579,EUR_TO_USD
2025-07-18,1.165,EUR_TO_USD
2025-07-21,1.1667,EUR_TO_USD
2025-07-22,1.1699,EUR_TO_USD
2025-07-23,1.1726,EUR_TO_USD
2025-07-24,1.1756,EUR_TO_USD
2025-07-25,1.1724,EUR_TO_USD
2025-07-28,1.1654,EUR_TO_USD
2025-07-29,1.1533,EUR_TO_USD
2025-07-30,1.1527,EUR_TO_USD
2025-07-31,1.1446,EUR_TO_USD
2025-08-01,1.1404,EUR_TO_USD
2025-08-04,1.1565,EUR_TO_USD
2025-08-05,1.1546,EUR_TO_USD
2025-08-06,1.1604,EUR_TO_USD
2025-08-07,1.1643,EUR_TO_USD
2025-08-08,1.1648,EUR_TO_USD
2025-08-11,1.1622,EUR_TO_USD
2025-08-12,1.1606,EUR_TO_USD
2025-08-13,1.1711,EUR_TO_USD
2025-08-14,1.169,EUR_TO_USD
2025-08-15,1.1688,EUR_TO_USD
2025-08-18,1.1673,EUR_TO_USD
2025-08-19,1.1682,EUR_TO_USD
2025-08-20,1.1651,EUR_TO_USD
2025-08-21,1.1639,EUR_TO_USD
2025-08-22,1.1608,EUR_TO_USD
2025-08-25,1.1697,EUR_TO_USD
2025-08-26,1.1656,EUR_TO_USD
2025-08-27,1.1593,EUR_TO_USD
2025-08-28,1.1676,EUR_TO_USD
2025-08-29,1.1658,EUR_TO_USD
2025-09-01,1.1715,EUR_TO_USD
2025-09-02,1.1646,EUR_TO_USD
2025-09-03,1.1653,EUR_TO_USD
2025-09-04,1.1647,EUR_TO_USD
2025-09-05,1.1697,EUR_TO_USD
2025-09-08,1.1728,EUR_TO_USD
2025-09-09,1.1744,EUR_TO_USD
2025-09-10,1.1707,EUR_TO_USD
2025-09-11,1.1685,EUR_TO_USD
2025-09-12,1.1718,EUR_TO_USD
2025-09-15,1.1766,EUR_TO_USD
2025-09-16,1.1807,EUR_TO_USD
2025-09-17,1.1837,EUR_TO_USD
2025-09-18,1.1818,EUR_TO_USD
2025-09-19,1.1736,EUR_TO_USD
2025-09-22,1.1781,EUR_TO_USD
2025-09-23,1.1793,EUR_TO_USD
2025-09-24,1.1756,EUR_TO_USD
2025-09-25,1.1739,EUR_TO_USD
2025-09-26,1.1672,EUR_TO_USD
2025-09-29,1.1723,EUR_TO_USD
2025-09-30,1.1741,EUR_TO_USD
2025-10-01,1.1724,EUR_TO_USD
2025-10-02,1.1754,EUR_TO_USD
2025-10-03,1.1734,EUR_TO_USD
2025-10-06,1.1678,EUR_TO_USD
2025-10-07,1.1666,EUR_TO_USD
2025-10-08,1.1627,EUR_TO_USD
2025-10-09,1.1611,EUR_TO_USD
2025-10-10,1.1568,EUR_TO_USD
2025-10-13,1.1569,EUR_TO_USD
2025-10-14,1.1553,EUR_TO_USD
2025-10-15,1.1622,EUR_TO_USD
2025-10-16,1.1649,EUR_TO_USD
2025-10-17,1.1681,EUR_TO_USD
2025-10-20,1.1655,EUR_TO_USD
2025-10-21,1.1607,EUR_TO_USD
2025-10-22,1.1587,EUR_TO_USD
2025-10-23,1.1593,EUR_TO_USD
2025-10-24,1.1612,EUR_TO_USD
