date,rate,direction
2022-01-03,4.0424,USD_TO_PLN
2022-01-04,4.0468,USD_TO_PLN
2022-01-05,4.0396,USD_TO_PLN
2022-01-07,4.0279,USD_TO_PLN
2022-01-10,4.0064,USD_TO_PLN
2022-01-11,4.0106,USD_TO_PLN
2022-01-12,3.9879,USD_TO_PLN
2022-01-13,3.9463,USD_TO_PLN
2022-01-14,3.9597,USD_TO_PLN
2022-01-17,3.9567,USD_TO_PLN
2022-01-18,3.9734,USD_TO_PLN
2022-01-19,3.993,USD_TO_PLN
2022-01-20,3.9833,USD_TO_PLN
2022-01-21,3.9953,USD_TO_PLN
2022-01-24,4.0049,USD_TO_PLN
2022-01-25,4.0593,USD_TO_PLN
2022-01-26,4.0684,USD_TO_PLN
2022-01-27,4.083,USD_TO_PLN
2022-01-28,4.1048,USD_TO_PLN
2022-01-31,4.1147,USD_TO_PLN
2022-02-01,4.0689,USD_TO_PLN
2022-02-02,4.0283,USD_TO_PLN
2022-02-03,4.0267,USD_TO_PLN
2022-02-04,3.9657,USD_TO_PLN
2022-02-07,3.9872,USD_TO_PLN
2022-02-08,3.9693,USD_TO_PLN
2022-02-09,3.953,USD_TO_PLN
2022-02-10,3.9218,USD_TO_PLN
2022-02-11,3.9665,USD_TO_PLN
2022-02-14,4.0439,USD_TO_PLN
2022-02-15,3.974,USD_TO_PLN
2022-02-16,3.9478,USD_TO_PLN
2022-02-17,3.9687,USD_TO_PLN
2022-02-18,3.9798,USD_TO_PLN
2022-02-21,3.9769,USD_TO_PLN
2022-02-22,4.012,USD_TO_PLN
2022-02-23,3.9937,USD_TO_PLN
2022-02-24,4.1281,USD_TO_PLN
2022-02-25,4.1683,USD_TO_PLN
2022-02-28,4.1965,USD_TO_PLN
2022-03-01,4.2193,USD_TO_PLN
2022-03-02,4.3302,USD_TO_PLN
2022-03-03,4.3257,USD_TO_PLN
2022-03-04,4.391,USD_TO_PLN
2022-03-07,4.5722,USD_TO_PLN
2022-03-08,4.5115,USD_TO_PLN
2022-03-09,4.4147,USD_TO_PLN
2022-03-10,4.3482,USD_TO_PLN
2022-03-11,4.3694,USD_TO_PLN
2022-03-14,4.3221,USD_TO_PLN
2022-03-15,4.2992,USD_TO_PLN
2022-03-16,4.2828,USD_TO_PLN
2022-03-17,4.2403,USD_TO_PLN
2022-03-18,4.2707,USD_TO_PLN
2022-03-21,4.2444,USD_TO_PLN
2022-03-22,4.272,USD_TO_PLN
2022-03-23,4.2772,USD_TO_PLN
2022-03-24,4.331,USD_TO_PLN
2022-03-25,4.3125,USD_TO_PLN
2022-03-28,4.2784,USD_TO_PLN
2022-03-29,4.2917,USD_TO_PLN
2022-03-30,4.1688,USD_TO_PLN
2022-03-31,4.1801,USD_TO_PLN
2022-04-01,4.1978,USD_TO_PLN
2022-04-04,4.2073,USD_TO_PLN
2022-04-05,4.2233,USD_TO_PLN
2022-04-06,4.2606,USD_TO_PLN
2022-04-07,4.2727,USD_TO_PLN
2022-04-08,4.2703,USD_TO_PLN
2022-04-11,4.2586,USD_TO_PLN
2022-04-12,4.2926,USD_TO_PLN
2022-04-13,4.2872,USD_TO_PLN
